"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message not object","Queued expense analysis notification data getter with record body message not object",""
"passed","Wed Jan 25 16:04:38 GMT 2023","Wed Jan 25 16:04:38 GMT 2023","1","","Highest confidence Textract value getter","","Highest confidence Textract value getter","Highest confidence Textract value getter multiple matching fields","Highest confidence Textract value getter multiple matching fields",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched line item field value detection text defined but not string","S3 Textract data fetcher with fetched line item field value detection text defined but not string",""
"passed","Wed Jan 25 16:04:36 GMT 2023","Wed Jan 25 16:04:36 GMT 2023","1","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response with two pages of documents","Expense documents fetcher with response with two pages of documents",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched line item groups undefined","S3 Textract data fetcher with fetched line item groups undefined",""
"passed","Wed Jan 25 16:04:46 GMT 2023","Wed Jan 25 16:04:46 GMT 2023","18","","Number from money text getter","","Number from money text getter","Number from money text getter with invalid money text","Number from money text getter with invalid money text",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","2","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with deletion event","Result sender with deletion event",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","2","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View`","Athena view resource data getter with no `View`",""
"passed","Wed Jan 25 16:04:37 GMT 2023","Wed Jan 25 16:04:37 GMT 2023","2","","Filter handler tests","","Filter handler tests","Filter handler with some valid events and some ignored","Filter handler with some valid events and some ignored",""
"passed","Wed Jan 25 16:04:37 GMT 2023","Wed Jan 25 16:04:37 GMT 2023","2","","Store Standardised Invoices handler tests","","Store Standardised Invoices handler tests","Store Standardised Invoices handler with one failing and one passing record","Store Standardised Invoices handler with one failing and one passing record",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","2","","Quantity getter","","Quantity getter","Quantity getter with value undefined","Quantity getter with value undefined",""
"passed","Wed Jan 25 16:04:39 GMT 2023","Wed Jan 25 16:04:39 GMT 2023","1","","Price getter","","Price getter","Price getter with Textract value","Price getter with Textract value",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with minimal valid event record","Clean handler with minimal valid event record",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","4","","Invoice receipt ID getter","","Invoice receipt ID getter","Invoice receipt ID getter with no Textract value","Invoice receipt ID getter with no Textract value",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body not object","Queued expense analysis notification data getter with record body not object",""
"passed","Wed Jan 25 16:04:39 GMT 2023","Wed Jan 25 16:04:39 GMT 2023","2","","Tax getter","","Tax getter","Tax getter with money parsing error","Tax getter with money parsing error",""
"passed","Wed Jan 25 16:04:28 GMT 2023","Wed Jan 25 16:04:28 GMT 2023","2","","Standardised invoice getter","","Standardised invoice getter","Standardised invoice getter with undefined line item fields","Standardised invoice getter with undefined line item fields",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","0","","S3 event records getter tests","","S3 event records getter tests","S3 event records getter with valid record","S3 event records getter with valid record",""
"passed","Wed Jan 25 16:04:43 GMT 2023","Wed Jan 25 16:04:43 GMT 2023","5","","Invoice receipt date getter","","Invoice receipt date getter","Invoice receipt date getter with no Textract value","Invoice receipt date getter with no Textract value",""
"passed","Wed Jan 25 16:04:38 GMT 2023","Wed Jan 25 16:04:38 GMT 2023","1","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with one failing and one passing record","Store Raw Invoice Textract Data handler with one failing and one passing record",""
"passed","Wed Jan 25 16:04:30 GMT 2023","Wed Jan 25 16:04:30 GMT 2023","2","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution validation error","Custom Athena view resource handler with query execution validation error",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","4","","S3 event records getter tests","","S3 event records getter tests","S3 event records getter with invalid body JSON","S3 event records getter with invalid body JSON",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Query`","Athena view resource data getter with no `View.Query`",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","5","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with creation event","Result sender with creation event",""
"passed","Wed Jan 25 16:04:28 GMT 2023","Wed Jan 25 16:04:28 GMT 2023","5","","Standardised invoice getter","","Standardised invoice getter","Standardised invoice getter with undefined summary fields","Standardised invoice getter with undefined summary fields",""
"passed","Wed Jan 25 16:04:40 GMT 2023","Wed Jan 25 16:04:40 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with code and no pages","Textract warnings logger with single warning with code and no pages",""
"passed","Wed Jan 25 16:04:33 GMT 2023","Wed Jan 25 16:04:33 GMT 2023","2","","Query execution validator","","Query execution validator","Query execution validator with query execution with queued state","Query execution validator with query execution with queued state",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","3","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with empty event batch","Clean handler with empty event batch",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","Quantity getter","","Quantity getter","Quantity getter with value 10000.00","Quantity getter with value 10000.00",""
"passed","Wed Jan 25 16:04:43 GMT 2023","Wed Jan 25 16:04:43 GMT 2023","1","","Invoice receipt date getter","","Invoice receipt date getter","Invoice receipt date getter with Textract value","Invoice receipt date getter with Textract value",""
"passed","Wed Jan 25 16:04:46 GMT 2023","Wed Jan 25 16:04:46 GMT 2023","1","","Number from money text getter","","Number from money text getter","Number from money text getter with 10000.00","Number from money text getter with 10000.00",""
"passed","Wed Jan 25 16:04:32 GMT 2023","Wed Jan 25 16:04:32 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that has body that does not serialise to object","Extract handler with event record that has body that does not serialise to object",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put text with callback error","Put text with callback error",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","Quantity getter","","Quantity getter","Quantity getter with value 10,000","Quantity getter with value 10,000",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Number is zero-padded with a number that is double digits","Number is zero-padded with a number that is double digits",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched line item field empty object","S3 Textract data fetcher with fetched line item field empty object",""
"passed","Wed Jan 25 16:04:37 GMT 2023","Wed Jan 25 16:04:37 GMT 2023","2","","Store Standardised Invoices handler tests","","Store Standardised Invoices handler tests","Store Standardised Invoices handler with two failing records","Store Standardised Invoices handler with two failing records",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","Standardised date text getter","","Standardised date text getter","Standardised date text getter with 01 02 2000","Standardised date text getter with 01 02 2000",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with no error","Result sender with no error",""
"passed","Wed Jan 25 16:04:38 GMT 2023","Wed Jan 25 16:04:38 GMT 2023","1","","Highest confidence Textract value getter","","Highest confidence Textract value getter","Highest confidence Textract value getter with field without type","Highest confidence Textract value getter with field without type",""
"passed","Wed Jan 25 16:04:32 GMT 2023","Wed Jan 25 16:04:32 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that has invalid S3 event in body","Extract handler with event record that has invalid S3 event in body",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","Standardised date text getter","","Standardised date text getter","Standardised date text getter with 11 12 2000","Standardised date text getter with 11 12 2000",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","4","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetch error","S3 Textract data fetcher with fetch error",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","Quantity getter","","Quantity getter","Quantity getter with value 10000,00","Quantity getter with value 10000,00",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched summary undefined","S3 Textract data fetcher with fetched summary undefined",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message document location without valid bucket","Queued expense analysis notification data getter with record body message document location without valid bucket",""
"passed","Wed Jan 25 16:04:34 GMT 2023","Wed Jan 25 16:04:34 GMT 2023","0","","Expense documents storer","","Expense documents storer","Expense documents storer with no error","Expense documents storer with no error",""
"passed","Wed Jan 25 16:04:37 GMT 2023","Wed Jan 25 16:04:37 GMT 2023","4","","Textract success handler","","Textract success handler","Textract success handler with S3 put error","Textract success handler with S3 put error",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","3","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with undefined fetched item","S3 Textract data fetcher with undefined fetched item",""
"passed","Wed Jan 25 16:04:37 GMT 2023","Wed Jan 25 16:04:37 GMT 2023","3","","Filter handler tests","","Filter handler tests","Filter handler with empty event batch","Filter handler with empty event batch",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched line item field type defined but not object","S3 Textract data fetcher with fetched line item field type defined but not object",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date and month that is not single digits","Date is formatted to yyyy-mm-dd with a date and month that is not single digits",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched summary not array","S3 Textract data fetcher with fetched summary not array",""
"passed","Wed Jan 25 16:04:33 GMT 2023","Wed Jan 25 16:04:33 GMT 2023","2","","Query execution validator","","Query execution validator","Query execution validator with query execution without state","Query execution validator with query execution without state",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","Standardised date text getter","","Standardised date text getter","Standardised date text getter with 01-02-2000","Standardised date text getter with 01-02-2000",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with valid record","Queued expense analysis notification data getter with valid record",""
"passed","Wed Jan 25 16:04:36 GMT 2023","Wed Jan 25 16:04:36 GMT 2023","0","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response warnings","Expense documents fetcher with response warnings",""
"passed","Wed Jan 25 16:04:37 GMT 2023","Wed Jan 25 16:04:37 GMT 2023","1","","Filter handler tests","","Filter handler tests","Failing send message","Failing send message",""
"passed","Wed Jan 25 16:04:34 GMT 2023","Wed Jan 25 16:04:34 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with document fetch and failure handler errors","Expense documents storer with document fetch and failure handler errors",""
"passed","Wed Jan 25 16:04:45 GMT 2023","Wed Jan 25 16:04:45 GMT 2023","2","","Item description getter","","Item description getter","Item description getter","Item description getter",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","Standardised date text getter","","Standardised date text getter","Standardised date text getter with 01.02.2000","Standardised date text getter with 01.02.2000",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with invalid JSON in fetched file","S3 Textract data fetcher with invalid JSON in fetched file",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched summary field empty object","S3 Textract data fetcher with fetched summary field empty object",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","Quantity getter","","Quantity getter","Quantity getter with value 10.000,00","Quantity getter with value 10.000,00",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object to folder","Move object to folder",""
"passed","Wed Jan 25 16:04:43 GMT 2023","Wed Jan 25 16:04:43 GMT 2023","4","","Total getter","","Total getter","Total getter with no Textract value","Total getter with no Textract value",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object without callback error","Delete object without callback error",""
"passed","Wed Jan 25 16:04:28 GMT 2023","Wed Jan 25 16:04:28 GMT 2023","3","","Standardised invoice getter","","Standardised invoice getter","Standardised invoice getter with a line item","Standardised invoice getter with a line item",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put object without callback error","Put object without callback error",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","3","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object with delete callback error","Move object with delete callback error",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched empty JSON array","S3 Textract data fetcher with fetched empty JSON array",""
"passed","Wed Jan 25 16:04:39 GMT 2023","Wed Jan 25 16:04:39 GMT 2023","4","","Due date getter","","Due date getter","Due date getter with no Textract value","Due date getter with no Textract value",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object with callback error","Delete object with callback error",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with response error","Result sender with response error",""
"passed","Wed Jan 25 16:04:46 GMT 2023","Wed Jan 25 16:04:46 GMT 2023","1","","Number from money text getter","","Number from money text getter","Number from money text getter with £0.00","Number from money text getter with £0.00",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","Standardised date text getter","","Standardised date text getter","Standardised date text getter with 11/12/2000","Standardised date text getter with 11/12/2000",""
"passed","Wed Jan 25 16:04:30 GMT 2023","Wed Jan 25 16:04:30 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution start result without ID","Custom Athena view resource handler with query execution start result without ID",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","1","","Invoice receipt ID getter","","Invoice receipt ID getter","Invoice receipt ID getter with Textract value","Invoice receipt ID getter with Textract value",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched summary field value detection defined but not object","S3 Textract data fetcher with fetched summary field value detection defined but not object",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Number is zero-padded with a number that is single digits","Number is zero-padded with a number that is single digits",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","3","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body not valid JSON","Queued expense analysis notification data getter with record body not valid JSON",""
"passed","Wed Jan 25 16:04:39 GMT 2023","Wed Jan 25 16:04:39 GMT 2023","1","","Tax getter","","Tax getter","Tax getter with Textract value","Tax getter with Textract value",""
"passed","Wed Jan 25 16:04:31 GMT 2023","Wed Jan 25 16:04:31 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Fetch object without callback error","Fetch object without callback error",""
"passed","Wed Jan 25 16:04:32 GMT 2023","Wed Jan 25 16:04:32 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with valid event record that doesnt have a textract role throws an error","Extract handler with valid event record that doesnt have a textract role throws an error",""
"passed","Wed Jan 25 16:04:35 GMT 2023","Wed Jan 25 16:04:35 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message without valid status","Queued expense analysis notification data getter with record body message without valid status",""
"passed","Wed Jan 25 16:04:43 GMT 2023","Wed Jan 25 16:04:43 GMT 2023","3","","Handler test for integration test support function","","Handler test for integration test support function","Input event with unknown command results in error","Input event with unknown command results in error",""
"passed","Wed Jan 25 16:04:36 GMT 2023","Wed Jan 25 16:04:36 GMT 2023","1","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response with one page of documents","Expense documents fetcher with response with one page of documents",""
"passed","Wed Jan 25 16:04:44 GMT 2023","Wed Jan 25 16:04:44 GMT 2023","0","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date that is single digits","Date is formatted to yyyy-mm-dd with a date that is single digits",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","0","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched line item field value detection confidence defined but not number","S3 Textract data fetcher with fetched line item field value detection confidence defined but not number",""
"passed","Wed Jan 25 16:04:29 GMT 2023","Wed Jan 25 16:04:29 GMT 2023","1","","S3 Textract data fetcher","","S3 Textract data fetcher","S3 Textract data fetcher with fetched summary field value detection empty object","S3 Textract data fetcher with fetched summary field value detection empty object",""
