"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Delete""","Custom S3 object resource handler with request type ""Delete""",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with unsuccessful status","Expense documents storer with unsuccessful status",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Database` not string","Athena view resource data getter with `View.Database` not string",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with deletion success","Custom S3 object resource handler with deletion success",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","19","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put object with callback error","Put object with callback error",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with no code or pages","Textract warnings logger with single warning with no code or pages",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with failure state and error message","Query execution validator with query execution with failure state and error message",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","2","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Create""","Custom Athena view resource handler with request type ""Create""",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with response error","Result sender with response error",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution start error","Custom Athena view resource handler with query execution start error",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with code and pages","Textract warnings logger with single warning with code and pages",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with valid record","Queued expense analysis notification data getter with valid record",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","4","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with invalid event","Custom Athena view resource handler with invalid event",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","3","","Filter handler tests","","Filter handler tests","Filter handler with empty event batch","Filter handler with empty event batch",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object.Bucket` not string","Custom S3 object resource handler with `S3Object.Bucket` not string",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","0","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with creation failure","Custom S3 object resource handler with creation failure",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message without valid status","Queued expense analysis notification data getter with record body message without valid status",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has valid optional values","Clean handler with valid event record that has valid optional values",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","1","","Textract success handler","","Textract success handler","Textract success handler with S3 move error","Textract success handler with S3 move error",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Create"" and `S3Object.Body` not string","Custom S3 object resource handler with request type ""Create"" and `S3Object.Body` not string",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","2","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with empty array","Textract warnings logger with empty array",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","1","","Record sender tests","","Record sender tests","Record sender without callback error","Record sender without callback error",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","2","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View`","Athena view resource data getter with no `View`",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","0","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response warnings","Expense documents fetcher with response warnings",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with empty event does not call textract","Extract handler with empty event does not call textract",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","1","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response with one page of documents","Expense documents fetcher with response with one page of documents",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Delete""","Custom Athena view resource handler with request type ""Delete""",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","0","","Extract handler test","","Extract handler test","Extract handler with event record that has body that does not serialise to object","Extract handler with event record that has body that does not serialise to object",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object with delete callback error","Move object with delete callback error",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with queued state","Query execution validator with query execution with queued state",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message not object","Queued expense analysis notification data getter with record body message not object",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","1","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with one failing and one passing record","Store Raw Invoice Textract Data handler with one failing and one passing record",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","4","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with empty event batch","Clean handler with empty event batch",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with request error","Result sender with request error",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","2","","Filter handler tests","","Filter handler tests","Filter handler with some valid events and some ignored","Filter handler with some valid events and some ignored",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object without callback error","Delete object without callback error",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution start result without ID","Custom Athena view resource handler with query execution start result without ID",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with document fetch error","Expense documents storer with document fetch error",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","1","","Filter handler tests","","Filter handler tests","SQS output queue not defined","SQS output queue not defined",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with valid event record that doesnt have a textract role throws an error","Extract handler with valid event record that doesnt have a textract role throws an error",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Name` not string","Athena view resource data getter with `View.Name` not string",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has extensions but no iss","Clean handler with valid event record that has extensions but no iss",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Query`","Athena view resource data getter with no `View.Query`",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put object without callback error","Put object without callback error",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Expense documents storer","","Expense documents storer","Expense documents storer with source file in failure folder","Expense documents storer with source file in failure folder",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Update"" and `S3Object.Body` not string","Custom S3 object resource handler with request type ""Update"" and `S3Object.Body` not string",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","4","","Textract success handler","","Textract success handler","Textract success handler with S3 put error","Textract success handler with S3 put error",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","0","","Query execution validator","","Query execution validator","Query execution validator with query execution without state","Query execution validator with query execution without state",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with update success","Custom S3 object resource handler with update success",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","0","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with multiple warnings","Textract warnings logger with multiple warnings",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object` not object","Custom S3 object resource handler with `S3Object` not object",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","3","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Store Transactions handler with empty event batch","Store Transactions handler with empty event batch",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","4","","Query execution validator","","Query execution validator","Query execution validator with query execution retrieval error","Query execution validator with query execution retrieval error",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","0","","Query execution validator","","Query execution validator","Query execution validator with query execution with running state","Query execution validator with query execution with running state",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with minimal valid event record","Clean handler with minimal valid event record",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","4","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with request failure","Expense documents fetcher with request failure",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Store Transactions handler with some valid events calls s3","Store Transactions handler with some valid events calls s3",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with successful state","Query execution validator with query execution with successful state",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with code and no pages","Textract warnings logger with single warning with code and no pages",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has unwanted field","Clean handler with valid event record that has unwanted field",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","5","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with creation event","Result sender with creation event",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","1","","Filter handler tests","","Filter handler tests","Failing send message","Failing send message",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Workgroup`","Athena view resource data getter with no `View.Workgroup`",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Name`","Athena view resource data getter with no `View.Name`",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Update""","Custom Athena view resource handler with request type ""Update""",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that does not have a JSON serialisable body","Extract handler with event record that does not have a JSON serialisable body",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","1","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher without success status","Expense documents fetcher without success status",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","6","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put text without callback error","Put text without callback error",""
"passed","Wed Jan 18 16:14:46 GMT 2023","Wed Jan 18 16:14:46 GMT 2023","0","","Valid Textract status type guard","","Valid Textract status type guard","Valid Textract status type guard with invalid status","Valid Textract status type guard with invalid status",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with update event","Result sender with update event",""
"passed","Wed Jan 18 16:14:46 GMT 2023","Wed Jan 18 16:14:46 GMT 2023","1","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date and month that is not single digits","Date is formatted to yyyy-mm-dd with a date and month that is not single digits",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object with callback error","Delete object with callback error",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","3","","Textract failure handler","","Textract failure handler","Textract failure handler","Textract failure handler",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with event whose records have invalid bodies","Clean handler with event whose records have invalid bodies",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message not JSON serialisable","Queued expense analysis notification data getter with record body message not JSON serialisable",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","4","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with no `S3Object`","Custom S3 object resource handler with no `S3Object`",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View` not object","Athena view resource data getter with `View` not object",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with valid event","Athena view resource data getter with valid event",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","1","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Bucket name not defined","Bucket name not defined",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","1","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Transactions folder name not defined","Transactions folder name not defined",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with unrecognised state","Query execution validator with query execution with unrecognised state",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with failure state","Query execution validator with query execution with failure state",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put text with callback error","Put text with callback error",""
"passed","Wed Jan 18 16:14:38 GMT 2023","Wed Jan 18 16:14:38 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution validation error","Custom Athena view resource handler with query execution validation error",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","22","","Record sender tests","","Record sender tests","Record sender with callback error","Record sender with callback error",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with creation success","Custom S3 object resource handler with creation success",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","0","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with pages and no code","Textract warnings logger with single warning with pages and no code",""
"passed","Wed Jan 18 16:14:44 GMT 2023","Wed Jan 18 16:14:44 GMT 2023","1","","Textract success handler","","Textract success handler","Textract success handler with no error","Textract success handler with no error",""
"passed","Wed Jan 18 16:14:40 GMT 2023","Wed Jan 18 16:14:40 GMT 2023","0","","Query execution validator","","Query execution validator","Query execution validator with query execution with cancellation state","Query execution validator with query execution with cancellation state",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with deletion failure","Custom S3 object resource handler with deletion failure",""
"passed","Wed Jan 18 16:14:43 GMT 2023","Wed Jan 18 16:14:43 GMT 2023","0","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with error message","Expense documents fetcher with error message",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","2","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with no destination bucket set","Store Raw Invoice Textract Data handler with no destination bucket set",""
"passed","Wed Jan 18 16:14:46 GMT 2023","Wed Jan 18 16:14:46 GMT 2023","0","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date that is single digits","Date is formatted to yyyy-mm-dd with a date that is single digits",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Expense documents storer","","Expense documents storer","Expense documents storer with no error","Expense documents storer with no error",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Database`","Athena view resource data getter with no `View.Database`",""
"passed","Wed Jan 18 16:14:37 GMT 2023","Wed Jan 18 16:14:37 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with no `S3Object.Bucket`","Custom S3 object resource handler with no `S3Object.Bucket`",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has invalid optional values","Clean handler with valid event record that has invalid optional values",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with an undefined JobId throws error","Extract handler with an undefined JobId throws error",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that has valid S3 event in body with no records","Extract handler with event record that has valid S3 event in body with no records",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message document location without valid bucket","Queued expense analysis notification data getter with record body message document location without valid bucket",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","4","","Expense documents storer","","Expense documents storer","Expense documents storer with invalid record","Expense documents storer with invalid record",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Workgroup` not string","Athena view resource data getter with `View.Workgroup` not string",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with source file in success folder","Expense documents storer with source file in success folder",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","2","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body not valid JSON","Queued expense analysis notification data getter with record body not valid JSON",""
"passed","Wed Jan 18 16:14:42 GMT 2023","Wed Jan 18 16:14:42 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object without callback error","Move object without callback error",""
"passed","Wed Jan 18 16:14:45 GMT 2023","Wed Jan 18 16:14:45 GMT 2023","14","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with two failing records","Store Raw Invoice Textract Data handler with two failing records",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with success handler error","Expense documents storer with success handler error",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with single event record that has valid S3 event in body with multiple records","Extract handler with single event record that has valid S3 event in body with multiple records",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message without valid job ID","Queued expense analysis notification data getter with record body message without valid job ID",""
"passed","Wed Jan 18 16:14:41 GMT 2023","Wed Jan 18 16:14:41 GMT 2023","0","","Expense documents storer","","Expense documents storer","Expense documents storer with document fetch and failure handler errors","Expense documents storer with document fetch and failure handler errors",""
"passed","Wed Jan 18 16:14:39 GMT 2023","Wed Jan 18 16:14:39 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","SQS output queue not defined","SQS output queue not defined",""
