"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Query`","Athena view resource data getter with no `View.Query`",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","2","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with no `S3Object.Key`","Custom S3 object resource handler with no `S3Object.Key`",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Create"" and `S3Object.Body` not string","Custom S3 object resource handler with request type ""Create"" and `S3Object.Body` not string",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object to folder","Move object to folder",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","4","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with empty event batch","Clean handler with empty event batch",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with failure state and error message","Query execution validator with query execution with failure state and error message",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","0","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher without success status","Expense documents fetcher without success status",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put text without callback error","Put text without callback error",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with valid record","Queued expense analysis notification data getter with valid record",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message not object","Queued expense analysis notification data getter with record body message not object",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message document location without valid bucket","Queued expense analysis notification data getter with record body message document location without valid bucket",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","3","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with no destination bucket set","Store Raw Invoice Textract Data handler with no destination bucket set",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that has valid S3 event in body with no records","Extract handler with event record that has valid S3 event in body with no records",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with deletion event","Result sender with deletion event",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Update"" and no `S3Object.Body`","Custom S3 object resource handler with request type ""Update"" and no `S3Object.Body`",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object with callback error","Delete object with callback error",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","9","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message without valid status","Queued expense analysis notification data getter with record body message without valid status",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object with copy callback error","Move object with copy callback error",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","0","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with update success","Custom S3 object resource handler with update success",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with update event","Result sender with update event",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has invalid optional values","Clean handler with valid event record that has invalid optional values",""
"passed","Fri Jan 20 13:08:19 GMT 2023","Fri Jan 20 13:08:19 GMT 2023","10","","Record sender tests","","Record sender tests","Record sender with callback error","Record sender with callback error",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object without callback error","Move object without callback error",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","4","","Textract success handler","","Textract success handler","Textract success handler with S3 put error","Textract success handler with S3 put error",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","2","","Filter handler tests","","Filter handler tests","Filter handler with some valid events and some ignored","Filter handler with some valid events and some ignored",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with no error","Result sender with no error",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Store Transactions handler with some valid events calls s3","Store Transactions handler with some valid events calls s3",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Name` not string","Athena view resource data getter with `View.Name` not string",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","0","","Query execution validator","","Query execution validator","Query execution validator with query execution with cancellation state","Query execution validator with query execution with cancellation state",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with valid event","Athena view resource data getter with valid event",""
"passed","Fri Jan 20 13:08:12 GMT 2023","Fri Jan 20 13:08:12 GMT 2023","4","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with invalid event","Custom Athena view resource handler with invalid event",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","6","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with no `S3Object`","Custom S3 object resource handler with no `S3Object`",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","5","","Expense documents storer","","Expense documents storer","Expense documents storer with invalid record","Expense documents storer with invalid record",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with failure state","Query execution validator with query execution with failure state",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","0","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with pages and no code","Textract warnings logger with single warning with pages and no code",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with valid event record that doesnt have an sns topic throws an error","Extract handler with valid event record that doesnt have an sns topic throws an error",""
"passed","Fri Jan 20 13:08:19 GMT 2023","Fri Jan 20 13:08:19 GMT 2023","0","","Valid Textract status type guard","","Valid Textract status type guard","Valid Textract status type guard with invalid status","Valid Textract status type guard with invalid status",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","2","","Filter handler tests","","Filter handler tests","Failing send message","Failing send message",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object` not object","Custom S3 object resource handler with `S3Object` not object",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that does not have a JSON serialisable body","Extract handler with event record that does not have a JSON serialisable body",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Store Transactions handler with empty event batch","Store Transactions handler with empty event batch",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put object without callback error","Put object without callback error",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","0","","Textract success handler","","Textract success handler","Textract success handler with no error","Textract success handler with no error",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","2","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with one failing and one passing record","Store Raw Invoice Textract Data handler with one failing and one passing record",""
"passed","Fri Jan 20 13:08:19 GMT 2023","Fri Jan 20 13:08:19 GMT 2023","3","","Textract failure handler","","Textract failure handler","Textract failure handler","Textract failure handler",""
"passed","Fri Jan 20 13:08:12 GMT 2023","Fri Jan 20 13:08:12 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution start error","Custom Athena view resource handler with query execution start error",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","2","","Extract handler test","","Extract handler test","Extract handler with single event record that has valid S3 event in body with multiple records","Extract handler with single event record that has valid S3 event in body with multiple records",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with deletion success","Custom S3 object resource handler with deletion success",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","1","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Bucket name not defined","Bucket name not defined",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","0","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Transactions folder name not defined","Transactions folder name not defined",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","3","","Query execution validator","","Query execution validator","Query execution validator with query execution retrieval error","Query execution validator with query execution retrieval error",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View` not object","Athena view resource data getter with `View` not object",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Database`","Athena view resource data getter with no `View.Database`",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with code and no pages","Textract warnings logger with single warning with code and no pages",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","0","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with response error","Result sender with response error",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with deletion failure","Custom S3 object resource handler with deletion failure",""
"passed","Fri Jan 20 13:08:12 GMT 2023","Fri Jan 20 13:08:12 GMT 2023","2","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Create""","Custom Athena view resource handler with request type ""Create""",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with minimal valid event record","Clean handler with minimal valid event record",""
"passed","Fri Jan 20 13:08:12 GMT 2023","Fri Jan 20 13:08:12 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution start result without ID","Custom Athena view resource handler with query execution start result without ID",""
"passed","Fri Jan 20 13:08:19 GMT 2023","Fri Jan 20 13:08:19 GMT 2023","0","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date that is single digits","Date is formatted to yyyy-mm-dd with a date that is single digits",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with success handler error","Expense documents storer with success handler error",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","11","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put object with callback error","Put object with callback error",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with unrecognised state","Query execution validator with query execution with unrecognised state",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with queued state","Query execution validator with query execution with queued state",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","13","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has valid optional values","Clean handler with valid event record that has valid optional values",""
"passed","Fri Jan 20 13:08:19 GMT 2023","Fri Jan 20 13:08:19 GMT 2023","0","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date and month that is not single digits","Date is formatted to yyyy-mm-dd with a date and month that is not single digits",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Workgroup` not string","Athena view resource data getter with `View.Workgroup` not string",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with an undefined JobId throws error","Extract handler with an undefined JobId throws error",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","1","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response with one page of documents","Expense documents fetcher with response with one page of documents",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with valid event record that doesnt have a textract role throws an error","Extract handler with valid event record that doesnt have a textract role throws an error",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","0","","Query execution validator","","Query execution validator","Query execution validator with query execution without state","Query execution validator with query execution without state",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Expense documents storer","","Expense documents storer","Expense documents storer with no error","Expense documents storer with no error",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Query` not string","Athena view resource data getter with `View.Query` not string",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","0","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object.Key` not string","Custom S3 object resource handler with `S3Object.Key` not string",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Database` not string","Athena view resource data getter with `View.Database` not string",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Create"" and no `S3Object.Body`","Custom S3 object resource handler with request type ""Create"" and no `S3Object.Body`",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","3","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with request failure","Expense documents fetcher with request failure",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with document fetch error","Expense documents storer with document fetch error",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","5","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with creation event","Result sender with creation event",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","2","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with two failing records","Store Raw Invoice Textract Data handler with two failing records",""
"passed","Fri Jan 20 13:08:12 GMT 2023","Fri Jan 20 13:08:12 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Delete""","Custom Athena view resource handler with request type ""Delete""",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with unsuccessful status","Expense documents storer with unsuccessful status",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Failing puts to S3","Failing puts to S3",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object without callback error","Delete object without callback error",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","3","","Filter handler tests","","Filter handler tests","Filter handler with empty event batch","Filter handler with empty event batch",""
"passed","Fri Jan 20 13:08:18 GMT 2023","Fri Jan 20 13:08:18 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with code and pages","Textract warnings logger with single warning with code and pages",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","2","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with request error","Result sender with request error",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with event whose records have invalid bodies","Clean handler with event whose records have invalid bodies",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","0","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with update failure","Custom S3 object resource handler with update failure",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","0","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with creation success","Custom S3 object resource handler with creation success",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","1","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with error message","Expense documents fetcher with error message",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","SQS output queue not defined","SQS output queue not defined",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with source file in success folder","Expense documents storer with source file in success folder",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body not object","Queued expense analysis notification data getter with record body not object",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","3","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body not valid JSON","Queued expense analysis notification data getter with record body not valid JSON",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","0","","Extract handler test","","Extract handler test","Extract handler with event record that has invalid S3 event in body","Extract handler with event record that has invalid S3 event in body",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has extensions but no iss","Clean handler with valid event record that has extensions but no iss",""
"passed","Fri Jan 20 13:08:15 GMT 2023","Fri Jan 20 13:08:15 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message not JSON serialisable","Queued expense analysis notification data getter with record body message not JSON serialisable",""
"passed","Fri Jan 20 13:08:19 GMT 2023","Fri Jan 20 13:08:19 GMT 2023","2","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a month that is single digits","Date is formatted to yyyy-mm-dd with a month that is single digits",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","0","","Extract handler test","","Extract handler test","Extract handler with empty event does not call textract","Extract handler with empty event does not call textract",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with successful state","Query execution validator with query execution with successful state",""
"passed","Fri Jan 20 13:08:12 GMT 2023","Fri Jan 20 13:08:12 GMT 2023","5","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution validation error","Custom Athena view resource handler with query execution validation error",""
"passed","Fri Jan 20 13:08:17 GMT 2023","Fri Jan 20 13:08:17 GMT 2023","2","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response with two pages of documents","Expense documents fetcher with response with two pages of documents",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Workgroup`","Athena view resource data getter with no `View.Workgroup`",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with creation failure","Custom S3 object resource handler with creation failure",""
"passed","Fri Jan 20 13:08:13 GMT 2023","Fri Jan 20 13:08:13 GMT 2023","4","","Extract handler test","","Extract handler test","Extract handler with valid event record calls textract function startExpenseAnalysis","Extract handler with valid event record calls textract function startExpenseAnalysis",""
"passed","Fri Jan 20 13:08:14 GMT 2023","Fri Jan 20 13:08:14 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Name`","Athena view resource data getter with no `View.Name`",""
"passed","Fri Jan 20 13:08:11 GMT 2023","Fri Jan 20 13:08:11 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Delete""","Custom S3 object resource handler with request type ""Delete""",""
"passed","Fri Jan 20 13:08:16 GMT 2023","Fri Jan 20 13:08:16 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object with delete callback error","Move object with delete callback error",""
