"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with update success","Custom S3 object resource handler with update success",""
"passed","Thu Jan 19 16:06:02 GMT 2023","Thu Jan 19 16:06:02 GMT 2023","1","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Delete object without callback error","Delete object without callback error",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","2","","Expense documents storer","","Expense documents storer","Expense documents storer with unsuccessful status","Expense documents storer with unsuccessful status",""
"passed","Thu Jan 19 16:06:05 GMT 2023","Thu Jan 19 16:06:05 GMT 2023","3","","Filter handler tests","","Filter handler tests","Filter handler with some valid events and some ignored","Filter handler with some valid events and some ignored",""
"passed","Thu Jan 19 16:05:57 GMT 2023","Thu Jan 19 16:05:57 GMT 2023","5","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with invalid event","Custom Athena view resource handler with invalid event",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","1","","Expense documents storer","","Expense documents storer","Expense documents storer with source file in failure folder","Expense documents storer with source file in failure folder",""
"passed","Thu Jan 19 16:06:02 GMT 2023","Thu Jan 19 16:06:02 GMT 2023","14","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put object with callback error","Put object with callback error",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with valid event record that doesnt have an sns topic throws an error","Extract handler with valid event record that doesnt have an sns topic throws an error",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Update"" and `S3Object.Body` not string","Custom S3 object resource handler with request type ""Update"" and `S3Object.Body` not string",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","0","","Expense documents storer","","Expense documents storer","Expense documents storer with no error","Expense documents storer with no error",""
"passed","Thu Jan 19 16:05:58 GMT 2023","Thu Jan 19 16:05:58 GMT 2023","19","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with valid event record that has valid optional values","Clean handler with valid event record that has valid optional values",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","2","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with no `S3Object.Bucket`","Custom S3 object resource handler with no `S3Object.Bucket`",""
"passed","Thu Jan 19 16:06:04 GMT 2023","Thu Jan 19 16:06:04 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Transactions folder name not defined","Transactions folder name not defined",""
"passed","Thu Jan 19 16:05:56 GMT 2023","Thu Jan 19 16:05:56 GMT 2023","2","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with update event","Result sender with update event",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object.Bucket` not string","Custom S3 object resource handler with `S3Object.Bucket` not string",""
"passed","Thu Jan 19 16:05:58 GMT 2023","Thu Jan 19 16:05:58 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","SQS output queue not defined","SQS output queue not defined",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","0","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Update"" and no `S3Object.Body`","Custom S3 object resource handler with request type ""Update"" and no `S3Object.Body`",""
"passed","Thu Jan 19 16:05:58 GMT 2023","Thu Jan 19 16:05:58 GMT 2023","5","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with empty event batch","Clean handler with empty event batch",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Delete""","Custom S3 object resource handler with request type ""Delete""",""
"passed","Thu Jan 19 16:05:58 GMT 2023","Thu Jan 19 16:05:58 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with minimal valid event record","Clean handler with minimal valid event record",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object.Key` not string","Custom S3 object resource handler with `S3Object.Key` not string",""
"passed","Thu Jan 19 16:05:58 GMT 2023","Thu Jan 19 16:05:58 GMT 2023","2","","src/handlers/clean/handler.test.ts","","src/handlers/clean/handler.test.ts","Clean handler with event whose records have invalid bodies","Clean handler with event whose records have invalid bodies",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with valid event record that doesnt have a textract role throws an error","Extract handler with valid event record that doesnt have a textract role throws an error",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Name`","Athena view resource data getter with no `View.Name`",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with creation success","Custom S3 object resource handler with creation success",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Workgroup`","Athena view resource data getter with no `View.Workgroup`",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","0","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with record body message without valid status","Queued expense analysis notification data getter with record body message without valid status",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with update failure","Custom S3 object resource handler with update failure",""
"passed","Thu Jan 19 16:06:06 GMT 2023","Thu Jan 19 16:06:06 GMT 2023","3","","Store Raw Invoice Textract Data handler tests","","Store Raw Invoice Textract Data handler tests","Store Raw Invoice Textract Data handler with two failing records","Store Raw Invoice Textract Data handler with two failing records",""
"passed","Thu Jan 19 16:06:08 GMT 2023","Thu Jan 19 16:06:08 GMT 2023","1","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date that is single digits","Date is formatted to yyyy-mm-dd with a date that is single digits",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that has valid S3 event in body with no records","Extract handler with event record that has valid S3 event in body with no records",""
"passed","Thu Jan 19 16:06:06 GMT 2023","Thu Jan 19 16:06:06 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with pages and no code","Textract warnings logger with single warning with pages and no code",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with creation failure","Custom S3 object resource handler with creation failure",""
"passed","Thu Jan 19 16:06:05 GMT 2023","Thu Jan 19 16:06:05 GMT 2023","2","","Filter handler tests","","Filter handler tests","Failing send message","Failing send message",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","7","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with no `S3Object`","Custom S3 object resource handler with no `S3Object`",""
"passed","Thu Jan 19 16:05:57 GMT 2023","Thu Jan 19 16:05:57 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with query execution start result without ID","Custom Athena view resource handler with query execution start result without ID",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with `S3Object` not object","Custom S3 object resource handler with `S3Object` not object",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with successful state","Query execution validator with query execution with successful state",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","1","","Queued expense analysis notification data getter","","Queued expense analysis notification data getter","Queued expense analysis notification data getter with valid record","Queued expense analysis notification data getter with valid record",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","1","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Create"" and `S3Object.Body` not string","Custom S3 object resource handler with request type ""Create"" and `S3Object.Body` not string",""
"passed","Thu Jan 19 16:06:08 GMT 2023","Thu Jan 19 16:06:08 GMT 2023","2","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a month that is single digits","Date is formatted to yyyy-mm-dd with a month that is single digits",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","6","","Extract handler test","","Extract handler test","Extract handler with valid event record calls textract function startExpenseAnalysis","Extract handler with valid event record calls textract function startExpenseAnalysis",""
"passed","Thu Jan 19 16:06:07 GMT 2023","Thu Jan 19 16:06:07 GMT 2023","4","","Textract failure handler","","Textract failure handler","Textract failure handler","Textract failure handler",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Workgroup` not string","Athena view resource data getter with `View.Workgroup` not string",""
"passed","Thu Jan 19 16:06:08 GMT 2023","Thu Jan 19 16:06:08 GMT 2023","1","","src/shared/utils/date-utils.test.ts","","src/shared/utils/date-utils.test.ts","Date is formatted to yyyy-mm-dd with a date and month that is not single digits","Date is formatted to yyyy-mm-dd with a date and month that is not single digits",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View.Query` not string","Athena view resource data getter with `View.Query` not string",""
"passed","Thu Jan 19 16:05:57 GMT 2023","Thu Jan 19 16:05:57 GMT 2023","4","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Delete""","Custom Athena view resource handler with request type ""Delete""",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with cancellation state","Query execution validator with query execution with cancellation state",""
"passed","Thu Jan 19 16:06:04 GMT 2023","Thu Jan 19 16:06:04 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Store Transactions handler with some valid events calls s3","Store Transactions handler with some valid events calls s3",""
"passed","Thu Jan 19 16:06:06 GMT 2023","Thu Jan 19 16:06:06 GMT 2023","1","","Textract warnings logger","","Textract warnings logger","Textract warnings logger with single warning with no code or pages","Textract warnings logger with single warning with no code or pages",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","2","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with valid event","Athena view resource data getter with valid event",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with an undefined JobId throws error","Extract handler with an undefined JobId throws error",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","0","","Query execution validator","","Query execution validator","Query execution validator with query execution with unrecognised state","Query execution validator with query execution with unrecognised state",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","0","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View.Database`","Athena view resource data getter with no `View.Database`",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","1","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with `View` not object","Athena view resource data getter with `View` not object",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","2","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with deletion failure","Custom S3 object resource handler with deletion failure",""
"passed","Thu Jan 19 16:05:55 GMT 2023","Thu Jan 19 16:05:55 GMT 2023","2","","src/handlers/custom-s3-object-resource/handler.test.ts","","src/handlers/custom-s3-object-resource/handler.test.ts","Custom S3 object resource handler with request type ""Create"" and no `S3Object.Body`","Custom S3 object resource handler with request type ""Create"" and no `S3Object.Body`",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","2","","Athena view resource data getter","","Athena view resource data getter","Athena view resource data getter with no `View`","Athena view resource data getter with no `View`",""
"passed","Thu Jan 19 16:06:02 GMT 2023","Thu Jan 19 16:06:02 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Put text with callback error","Put text with callback error",""
"passed","Thu Jan 19 16:06:01 GMT 2023","Thu Jan 19 16:06:01 GMT 2023","5","","Expense documents storer","","Expense documents storer","Expense documents storer with invalid record","Expense documents storer with invalid record",""
"passed","Thu Jan 19 16:06:04 GMT 2023","Thu Jan 19 16:06:04 GMT 2023","2","","src/handlers/store-transactions/handler.test.ts","","src/handlers/store-transactions/handler.test.ts","Failing puts to S3","Failing puts to S3",""
"passed","Thu Jan 19 16:06:04 GMT 2023","Thu Jan 19 16:06:04 GMT 2023","0","","Expense documents fetcher","","Expense documents fetcher","Expense documents fetcher with response warnings","Expense documents fetcher with response warnings",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Query execution validator","","Query execution validator","Query execution validator with query execution with failure state","Query execution validator with query execution with failure state",""
"passed","Thu Jan 19 16:05:59 GMT 2023","Thu Jan 19 16:05:59 GMT 2023","1","","Extract handler test","","Extract handler test","Extract handler with event record that does not have a JSON serialisable body","Extract handler with event record that does not have a JSON serialisable body",""
"passed","Thu Jan 19 16:05:57 GMT 2023","Thu Jan 19 16:05:57 GMT 2023","2","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Create""","Custom Athena view resource handler with request type ""Create""",""
"passed","Thu Jan 19 16:05:57 GMT 2023","Thu Jan 19 16:05:57 GMT 2023","1","","Custom Athena view resource handler","","Custom Athena view resource handler","Custom Athena view resource handler with request type ""Update""","Custom Athena view resource handler with request type ""Update""",""
"passed","Thu Jan 19 16:05:56 GMT 2023","Thu Jan 19 16:05:56 GMT 2023","1","","src/shared/utils/custom-resource-utils.test.ts","","src/shared/utils/custom-resource-utils.test.ts","Result sender with response error","Result sender with response error",""
"passed","Thu Jan 19 16:06:02 GMT 2023","Thu Jan 19 16:06:02 GMT 2023","2","","src/shared/utils/s3.test.ts","","src/shared/utils/s3.test.ts","Move object to folder","Move object to folder",""
